	BRCA1	VISTA	CD14	CD163	CD19	PDL1	CD4	CD68	CD8	EGFR	HER2	FOXP3	CD11b	CD20	CD56	PD1	S100A4	SMA	TIGIT	TP53
TCGA-HT-8558_0	0.101278711	0.115982273	0.007548515	0.000888627	0.002274239	0.051048481	0.050733215	0.022836526	0.124737014	0.002142471	0.079435326	0.105149185	0.07843441	0	0.36954052	0.005015368	0.004529736	0.476314551	0.012954273	0.032368201
TCGA-HT-7857_0	0.141721652	0.473642558	0.997165627	0.074992663	0.040094128	0.651361476	0.750191951	0.707463812	0.346767741	0.000435452	0.290632553	0.04274225	0.808245061	0.009039455	0.253946221	0.174407394	0.214086258	0.290963486	0.117824388	0.242866688
TCGA-E1-5318_0	0.107182139	0.186845276	0.034686729	0.005407861	0.060343389	0.01996321	0.0835744	0.070777999	0.002521886	0.029871723	0.192650945	0.048648498	0.05356831	0.000376715	0.416758207	0.002661649	0.005008426	0.06058965	0.005892865	0.280221542
TCGA-CS-6186_0	0.214950681	0.177229562	0.058266633	0.00229179	0.006359267	0.071379519	0.122794933	0.073873671	0.003322162	0.027380771	0.296339815	0.035485248	0.131430224	0.000496342	0.200238613	0.014026042	0.093951524	0.243623661	0.005175127	0.358497123
TCGA-HT-A4DS_0	0.140431939	0.517881473	0.10572185	0.014330971	0.036220283	0.008023963	0.209341764	0.259643502	0.04848774	0.007185343	0.268087401	0.046153704	0.256224479	0.001413382	0.208968693	0.079887701	0.288600134	0	0	0.207472441
TCGA-FG-8189_0	0.039962212	0.115186527	0.011543663	0.000444815	0.002927047	0.063978968	0.026063745	0.013990905	0.152146948	0.003659663	0.064096195	0.055873424	0.062794254	0.000456867	0.324896049	0.009683873	0.013847547	0.217590085	0.002382011	0.021901981
TCGA-HT-8564_0	0.191308043	0.414978439	0.054984908	0.002765585	0.011927717	0.108515374	0.117925151	0.080724066	0.115278224	0.052416972	0.094699452	0.088875995	0.255229184	0.00335116	0.269369616	0.071032054	0.036827822	0.156223645	0.029120604	0.176289812
TCGA-DU-6405_0	0.490906537	0.134975778	0.078679179	0.002455534	0.008802324	0.228796698	0.112251595	0.131681762	0.019542979	0.147858641	0.803382165	0.045060271	0.283252115	0.002747715	0.362444903	0.014560495	0.102096717	0.384382518	0.005372584	0.30660018
TCGA-DU-8158_0	0.471535573	0.384941472	0.203470883	0.140354727	0.022319377	0.191694213	0.217978658	0.234141701	0.242616095	0.030114033	1	0.256559706	0.415160102	0.004019628	0.315202307	0.132535971	0.124971131	0.023507897	0.085227929	0.186665297
TCGA-HT-7681_0	0.088138495	0.18766076	0.058828258	0.008202867	0	0.030346202	0.088690774	0.077976068	0.11256	0.009081306	0.131984599	0.17004949	0.120071591	0.001336336	0.409166238	0.034619136	0.036950411	0	0.090573871	0.19403299
TCGA-DB-A64O_0	0.24848543	0.279978587	0.072106637	0.001206393	0.003347489	0.023730983	0.127516943	0.12054574	0.02623207	0.013988198	0.341190083	0.098954966	0.203374979	0	0.303544629	0.01476649	0.048066733	0.044214909	0.008172491	0.156789348
TCGA-CS-4941_0	0.324425511	0.237038206	0.10980357	0.024033506	0.053159285	0.361146956	0.224378255	0.295579634	0.111662644	0.418445342	0.327107181	0.135475911	0.342663567	0.071218659	0.208754594	0.100149505	0.184206877	0.222858944	0.06849587	0.236644861
TCGA-DU-5847_0	0.59013088	0.150530638	0.349968889	0.084512101	0.007692485	0.11701903	0.205158563	0.230871555	0.105490638	0.023335486	0.628866339	0.176995711	0.456679579	0.004802715	0.273511824	0.106042652	0.128013864	0.121418996	0.098597487	0.421158258
TCGA-DU-8161_0	0.219664625	0.389980336	0.166158301	0.06607503	0.015542235	0.185929549	0.298446087	0.254258079	0.178121313	0.061954534	0.0882858	0.241885324	0.400801993	0.005761534	0.215790684	0.194968634	0.064015776	0.322834086	0.22924869	0.158707358
TCGA-DH-5140_0	0.349051047	0.176459921	0.063028727	0.009329399	0.002079744	0.038092587	0.071654859	0.066202582	0.107576589	0.00921689	0.22380757	0.039751347	0.086361627	0.000973948	0.38143746	0.01146916	0.037635442	0.293715544	0.008463452	0.170445317
TCGA-HT-8113_0	0.073730518	0.195077079	0.015604116	0.001244927	0.002867351	0.072834146	0.034693273	0.018745532	0.089123113	0.010178575	0.091617862	0.058137985	0.060980726	0.007160389	0.329952133	0.009485665	0.01713418	0.320605808	0.016332967	0.056781592
TCGA-DU-6403_0	0.542633487	0.14260751	0.104578001	0.032443894	0.024742535	0.046507889	0.18328521	0.305435233	0.029376673	0.214739808	0.146584458	0.065366475	0.284746185	0.000351066	0.444980761	0.071936024	0.07467589	0.025043722	0.020135304	0.242085931
TCGA-FG-A4MU_0	0.530293322	0.188340281	0.302854628	0.210828674	0.015823386	0.137099413	0.225016146	0.22508284	0.015843733	0.19555874	0.337351118	0.050253008	0.255082989	0	0.18801372	0.101791092	0.130236564	0.107960548	0.021461604	0.264323479
TCGA-HT-8015_0	0.10906838	0.246855638	0.101029276	0.000370868	0	0.060551719	0.116888994	0.086562676	0.147996508	0.002995612	0.19981201	0.073540135	0.345425141	0.000444443	0.388258222	0.021979134	0.087671864	0.111831183	0.02780423	0.081293592
TCGA-HT-A5RA_0	0.386158329	0.153624893	0.085722631	0.014647577	0.034273412	0.05784951	0.098550069	0.088128987	0.028136437	0.216567742	0.367801059	0.060731859	0.146920505	0	0.126944492	0.040496709	0.246673476	0.535976492	0.025899144	0.265755708
TCGA-HT-7469_0	0.377969188	0.112456271	0.03656804	0.000653539	0.002090656	0.03334495	0.065743642	0.088539551	0.003822482	0.054113273	0.247057562	0.089305813	0.111541665	0.000326319	0.188712953	0.02074883	0.010410674	0.197761956	0.028921581	0.290978621
TCGA-P5-A5EY_0	0.109815594	0.332461801	0.04181495	0.000568793	0	0.056106687	0.122774546	0.066003142	0.228404101	0.005642042	0.353530207	0.047823078	0.216228275	0.00255585	0.281272751	0.032504683	0.061702985	0.124557229	0.021321086	0.13754482
TCGA-CS-5395_0	0.473492264	0.107489846	0.028787159	0.003807838	0.004753242	0.033696851	0.092432058	0.078347357	0.014899262	0.098541312	0.501957435	0.113696352	0.13318208	0.001112912	0.316546568	0.013105083	0.006509601	0.170924958	0.019341301	0.266957766
TCGA-HT-7476_0	0.095474493	0.253682467	0.04295924	0.002092609	0.013240395	0.020336726	0.114855514	0.063774895	0.071244736	0.01159028	0.138614561	0.077307988	0.168961163	0.004133244	0.324705032	0.011681525	0.201765352	0.091195192	0.023705186	0.185111871
TCGA-HT-A61C_0	0.524021903	0.111106864	0.141542481	0.020197513	0.025212403	0.111708653	0.137945865	0.202266132	0.217986086	0.000454964	0.153529888	0.0424443	0.166464201	0.003148275	0.204245501	0.080633104	0.081402594	0.352534112	0.014362585	0.341924241
TCGA-DU-5852_0	0.345535009	0.179674298	0.151876857	0.007630473	0.022530561	0.123783655	0.17551315	0.263721132	0.045903986	0.588394408	0.218348712	0.040256009	0.434185792	0.00140667	0.348947522	0.042239523	0.106964599	0.129004909	0.033003387	0.27094689
TCGA-HW-A5KK_0	0.18437339	0.375330941	0.181571083	0.009168024	0.010557269	0.101349929	0.25220066	0.464698536	0.091693119	0.062250262	0.515551673	0.04156043	0.500578788	0.003295755	0.286201451	0.145535579	0.099674549	0.329807445	0.030070797	0.122284252
TCGA-FG-6692_0	0.363756055	0.093399673	0.05968362	0.022710126	0.022060051	0.032580095	0.074102914	0.12075401	0.117548608	0.12710643	0.373857164	0.057616216	0.12422995	0.002754528	0.161219016	0.092445588	0.486298884	0.10357945	0.041290277	0.405779924
TCGA-DU-8162_0	0.169321236	0.122885199	0.036085814	0.002203484	0.006506261	0.158869152	0.074838111	0.066983109	0.090072278	0.115518456	0.098250409	0.070635481	0.166854768	0.001692512	0.458972085	0.007175127	0.021780433	0.35213462	0.007059841	0.083214654
TCGA-CS-6188_0	0.650212801	0.233753483	0.046575227	0.01905092	0.009286314	0.050743601	0.127378701	0.155085419	0.011521434	0.174613909	0.487379841	0.044108685	0.210378486	0.001087063	0.273015336	0.020481249	0.057611929	0.236952141	0.011335446	0.125189373
TCGA-DU-7013_0	0.756330786	0.137677657	0.047432045	0.008069193	0.004665302	0.347278697	0.129511025	0.182068808	0.528898821	0.506503315	0.211632838	0.075225904	0.207802699	0.000242761	0.381802196	0.07031709	0.07538106	0.254876024	0.032905181	0.196163871
TCGA-DU-6404_0	0.212986247	0.183168053	0.035728348	0.010002732	0.079683725	0.036612932	0.092397851	0.080733676	0.059203868	0.047155507	0.605711998	0.053818426	0.154245785	0	0.333657907	0.03515005	0.094942575	0.467880827	0.187333135	0.232471811
TCGA-HW-7491_0	0.192202197	0.084148374	0.019039978	0.008760893	0.007445355	0.008796781	0.051573748	0.045106319	0.010210275	0.07098792	0.101999347	0.06444839	0.043547223	0.000581103	0.684025844	0.004105735	0.005407202	0.084439335	0.009088729	0.178080721
TCGA-FG-7637_0	0.202472338	0.188650532	0.017031937	0.008342263	0.020488047	0.00672405	0.071679136	0.037351784	0.010108501	0.14704132	0.193257525	0.064183229	0.029681182	0.011014904	0.701132422	0.012552224	0.01624899	0.365371128	0.081512305	0.227268152
TCGA-HT-8011_0	0.753939823	0.123753486	0.040113518	0.002827439	0.022108193	0.024933819	0.082004011	0.114128184	0.014174603	0.181543847	0.186117466	0.153015744	0.023603344	0.001568577	0.298117018	0.062061023	0.035865273	0.234604014	0.035983512	0.284724797
TCGA-FG-7643_0	0.113836949	0.218982767	0.012545232	0.004062385	0.01629197	0.207613588	0.085981181	0.048028954	0.077207325	0.016047803	0.138626278	0.06016661	0.146132187	0.001816347	0.368305452	0.00769967	0.028009799	0.16850581	0.035986646	0.055584536
TCGA-DU-6402_0	0.361370622	0.175696421	0.387417546	0.062664139	0.012354578	0.857583005	0.217135511	0.222304278	0.240419651	0.005305718	0.520596399	0.121713197	0.356442888	0.00064282	0.116755587	0.161225859	0.458875127	0.668377085	0.06535172	0.541468181
TCGA-P5-A5F6_0	0.045214061	0.036554455	0.094989076	0.032717883	0	0.011449315	0.049167704	0.065025483	0.019237153	0.004315016	0.773707457	0.021650542	0.083873688	0	0.000124934	0.021373184	0.115175269	0.386251254	0.012617866	0.076217955
TCGA-DU-5849_0	0.151174385	0.121742894	0.059359311	0.010556812	0.005858588	0.047301184	0.088127625	0.114573995	0.059682726	0.028974666	0.15429491	0.039490463	0.063205181	0.003657842	0.453177948	0.010768353	0.032417585	0.611755724	0.022249339	0.237322225
TCGA-HT-7860_0	0.280141765	0.214882497	0.03907596	0.032248191	0.041621199	0.553234025	0.143994737	0.154258338	0.039863264	0.029099816	0.433841319	0.090203939	0.379960402	0.000360885	0.193462889	0.025500156	0.175413574	0.090502739	0.050806828	0.246329457
TCGA-DU-7309_0	0.100537029	0.255532656	0.059961854	0.005314308	0.006234097	0.061379902	0.121751647	0.067666389	0.058078317	0.027381232	0.146487638	0.088816833	0.275742889	0.000648731	0.433310279	0.011457833	0.035184292	0.119985263	0.01691071	0.167123193
TCGA-HT-A617_0	0.229613061	0.215992707	0.060451948	0.079601895	0.046649173	0.090024235	0.211422208	0.269327001	0.129974776	0.014076308	0.312180541	0.056050198	0.227189218	0.013591694	0.167492317	0.147475893	0.143516395	0.202799996	0.048086321	0.159309155
TCGA-DU-7012_0	0.523336887	0.291512944	0.335460643	0.045115321	0.093800951	0.429454162	0.459371903	0.485935023	0.285663866	0.052639003	0.590821949	0.764855612	0.755808388	0.053905001	0.261101468	0.13165607	0.188794844	0.251351615	0.591592233	0.204135853
TCGA-HT-7854_0	0.178803834	0.51373859	0.091275322	0.059140641	0.006917717	0.167551413	0.171045623	0.249263188	0.04155922	0.061928978	0.543235785	0.03868999	0.353528707	0.002879264	0.347627553	0.071201947	0.069472472	0.07478494	0.024394716	0.09470287
TCGA-FG-6688_0	0.345403213	0.364945118	0.102140155	0.061764495	0.011866095	0.071501622	0.195000533	0.336577183	0.024176133	0.16644759	0.690147406	0.093476397	0.299773957	0.000370403	0.300700287	0.047109775	0.114442023	0.909341903	0.027038434	0.172306394
TCGA-HT-7882_0	0.125002436	0.108031249	1	0.559303182	0.049116622	0.443946591	1	0.981508495	0.42915163	0.012552608	0.194032016	0.0960218	0.904289679	0.014566144	0.061937304	0.945201174	1	0.237245102	0.191860523	0.151155431
TCGA-DU-7006_0	0.465230291	0.20502389	0.197738888	0.05943742	0.001842242	0.811958662	0.267590417	0.285239369	0.088550026	0.00361925	0.4893076	0.062339219	0.585560489	0.002300566	0.166392541	0.06501786	0.210415021	0.065232638	0.056974982	0.309878119
TCGA-DH-5141_0	0.096005251	0.205764954	0.100314778	0.011918793	0.004828344	0.022820135	0.129505447	0.090794505	0.008828696	0.018859277	0.19438529	0.046354	0.044650132	0.001130445	0.340597987	0.037274415	0.040276789	0.326220893	0.02554132	0.215764605
TCGA-FG-5963_0	0.265206348	0.284244228	0.185752061	0.046611494	0.078121349	0.106402826	0.349803523	0.658283971	0.221062448	0.000794867	0.19623692	0.207308893	0.460727415	0.001693514	0.326946349	0.150766852	0.076907061	0.113895227	0.070638635	0.242161192
