	BRCA1	VISTA	CD14	CD163	CD19	PDL1	CD4	CD68	CD8	EGFR	HER2	FOXP3	CD11b	CD20	CD56	PD1	S100A4	SMA	TIGIT	TP53
TCGA-HT-7475_1	0.176656979	0.156106024	0.016800693	0.001306371	0.0021189	0.022530802	0.039261682	0.024710764	0.050363939	0.036807338	0.122787868	0.054703722	0.073277552	0	0.400675465	0.00467346	0.050119907	0.165274362	0.005173038	0.204200551
TCGA-DB-A64U_1	0.143276403	0.135642675	0.042249611	0.000416939	0.004924629	0.018909401	0.074121938	0.065041267	0.005788215	0.011689241	0.147518336	0.041258916	0.135015611	0	0.413626737	0.002715448	0.004495906	0.100627647	0.038070906	0.227943566
TCGA-DU-5851_1	0.169939632	0.350767334	0.030265016	0.004936628	0.004331516	0.046057015	0.105872159	0.087117416	0.039031969	0.019639444	0.163971153	0.03871779	0.256932368	0.000338042	0.475456154	0	0.010964484	0	0.017623746	0.135852358
TCGA-DU-6393_1	0.238513936	0.095631379	0.015376366	0.008950623	0.003316678	0.015675547	0.041297438	0.027402037	0.010396554	0.138770016	0.243814381	0.252909465	0.036498961	0	0.90250932	0.009144464	0.003854136	0.108488765	0.02024448	0.267411208
TCGA-HT-7676_1	0.127678007	0.467359414	0.246518239	0.001672916	0.033392088	0.050075063	0.230674594	0.266716017	0.022140985	0.015653475	0.101515833	0.040074958	0.320892389	0.000801822	0.385108748	0.016996329	0.020039993	0.37496338	0.02090319	0.196247438
TCGA-DU-8167_1	0.145783337	0.298149457	0.474435009	0.010410518	0.010703621	0.036359244	0.188435391	0.221841311	0.022367337	0.012188224	0.113727809	0.026862525	0.333561026	0	0.374807493	0.08853169	0.04486449	0.126199586	0.010888297	0.312545215
TCGA-HT-7687_1	0.111042599	0.173264473	0.038469777	0.01755427	0.01821124	0.057827137	0.073186976	0.087336955	0.057678095	0.039396959	0.218939324	0.080361617	0.08672774	0.006395738	0.460392394	0.037656673	0.029285933	0.115861616	0.048166243	0.201780616
TCGA-HT-A614_1	0.128233099	0.194004401	0.048639983	0.001345783	0.009392227	0.003699138	0.091931233	0.109610982	0.013902312	0.004143836	0.166844012	0.052392829	0.149386245	0.003420692	0.374208937	0.003452357	0.009094848	0.039403247	0.015287181	0.223347084
TCGA-CS-6667_1	0.14322748	0.424048476	0.053544784	0.011734029	0.015923522	0.047035362	0.114666668	0.070520351	0.008318819	0.02771663	0.151275483	0.043296807	0.179222051	0.001065222	0.482105009	0.002508746	0.008118714	0.453672221	0.00925641	0.141869042
TCGA-DU-7007_1	0.194067508	0.167941123	0.279819936	0.069029247	0.01491767	0.075538631	0.201975136	0.224472599	0.113002977	0.00800547	0.138136242	0.041461351	0.267026701	0.012640189	0.403956061	0.04465412	0.134960333	0.128210364	0.043357298	0.101734291
TCGA-DB-5279_1	0.262346568	0.12405057	0.044005662	0.011970713	0.008399213	0.058301142	0.100237763	0.054019573	0.071849848	0.035261896	0.15059644	0.068179178	0.14407221	0.001966432	0.562891321	0.01620916	0.062042943	0.106287119	0.290491964	0.120851518
TCGA-HT-7694_1	0.126206809	0.2737941	0.031524626	0.002346629	0.002111197	0.091043915	0.037597639	0.03226248	0.062313428	0.014562352	0.139356351	0.068970384	0.046462472	0.000659051	0.396319627	0.00465647	0.004380562	0.274752981	0.030924873	0.071562012
TCGA-DU-A5TW_1	0.17723632	0.245242957	0.081326112	0.008406483	0	0.030187316	0.091435086	0.106762264	0.000741593	0.018745839	0.12393376	0.038049897	0.150682538	0	0.398725286	0.012523201	0.023562268	0.04358016	0.016171555	0.08824365
TCGA-DB-A64P_1	0.18995307	0.223433302	0.078358764	0.025558008	0.005407976	0.019168018	0.118749699	0.122935245	0.010593898	0.016525556	0.170143958	0.084881472	0.08175934	0.000422001	0.431929201	0.014908775	0.017504506	0.348707865	0.019803599	0.215707889
TCGA-HW-7487_1	0.107580505	0.231610283	0.018761076	0.007098272	0.002898804	0.054795778	0.114990354	0.042597678	0.029528244	0.021379336	0.130299238	0.074868792	0.076122523	0	0.398752466	0.006392913	0.003368147	0.349373685	0.021229671	0.108365195
TCGA-HT-7877_1	0.145814053	0.21369884	0.00873041	0.001990153	0.009964157	0.036495758	0.046168996	0.035675313	0.043205211	0.032100132	0.153471549	0.071589918	0.087717574	0.002488423	0.430963135	0.004395261	0.038042901	0.131468445	0.03892237	0.160666736
TCGA-HT-7688_1	0.121823503	0.112647837	0.036757938	0.002954811	0.001753661	0.066313349	0.053381272	0.032184337	0.077883695	0.02317302	0.08173181	0.058702521	0.073309011	0.002737595	0.391718673	0.003868594	0.018633544	0.119346076	0.014273259	0.164446401
TCGA-HT-7601_1	0.201867642	0.52645605	0.460238501	0.051071328	0.059187334	0.096826781	0.498024973	0.370115189	0.133194494	0.01630516	0.098821545	0.092216882	0.519102141	0.001065923	0.470228199	0.067782153	0.065184611	0.226680752	0.083364632	0.203829267
TCGA-CS-6290_1	0.162848252	0.551138353	0.173623857	0.022526803	0.016602006	0.093174664	0.335943356	0.324962648	0.059989558	0.016915323	0.097142121	0.047196528	0.684196328	0.003455157	0.426297362	0.045772579	0.044554047	0	0.042784257	0.174589766
TCGA-DU-6410_1	0.320782101	0.041874261	0.005124896	0.001447116	0.004245502	0.011286636	0.022832453	0.014269249	0.008871954	0.186237421	0.074229323	0.056929791	0.005496438	0	0.642538623	0.004681954	0.001233353	0.441860568	0.005182441	0.367734434
TCGA-DU-5874_1	0.165215307	0.069573171	0.026756835	0.003870266	0.00373712	0.030910458	0.045076819	0.040581314	0.012202835	0.043888505	0.249846061	0.249240691	0.047519973	0.001458368	0.447039558	0	0.008530436	0.076888932	0.025852653	0.36292304
TCGA-DB-5274_1	0.173103249	0.272809651	0.192323154	0.037961939	0.036890423	0	0.111558272	0.160226234	0.043362315	0.004998221	0.226968797	0.012535275	0.076754435	0	0.326888762	0.020341795	0.184018597	0.134438003	0.039027889	0.216266349
TCGA-P5-A5F0_1	0.151065136	0.082498944	0.009626189	0.000100731	0	0.027410403	0.031133742	0.015127505	0.068172901	0.036281785	0.145497108	0.095995427	0.038078445	0.002263195	0.426275963	0.003198226	0.009146207	0.067980256	0.023599145	0.199615806
TCGA-FG-7638_1	0.132095176	0.146238412	0.02586636	0.001232792	0.005567167	0.018088803	0.05873926	0.044937413	0.030537937	0.012931565	0.105915971	0.037617941	0.080566684	0	0.473312149	0.003070099	0.027724183	0.166308603	0.108733047	0.191138848
TCGA-DB-5280_1	0.155852934	0.149136006	0.095700836	0.015833953	0.002252414	0.039919594	0.139653796	0.1239968	0.011767235	0.051161724	0.255699058	0.042921875	0.209745683	0.001757836	0.553894435	0.00745191	0.006356378	0.272737764	0.034828028	0.198261926
TCGA-HT-7480_1	0.154968054	0.119646747	0.014102427	0.000176784	0.003877696	0.044669506	0.063201721	0.040522605	0.013167258	0.033217147	0.144963576	0.060714039	0.130878028	0.001210497	0.517639845	0.002137814	0.002091959	0.201241977	0.039445263	0.290152126
TCGA-HT-7474_1	0.096393492	0.165537816	0.024884248	0.000831447	0.002279374	0.026934501	0.061386554	0.048903651	0.054782646	0.01057496	0.092172759	0.043338862	0.097812501	0.000711651	0.485054444	0.007541811	0.024786405	0	0.012986138	0.122419985
TCGA-HT-7881_1	0.147522297	0.187824026	0.006401266	0.000386964	0.008695127	0.046228794	0.027614898	0.022203908	0.078922395	0.006282613	0.121399173	0.068624677	0.064522605	0.002375007	0.435884592	0.009589016	0.008840346	0.083724688	0.024765077	0.077412448
TCGA-CS-5393_1	0.179884409	0.544954081	0.071308946	0.004621704	0.010359565	0.050489155	0.195139225	0.162775661	0.028412418	0.097402658	0.119959156	0.026055637	0.342226523	0.000808434	0.521614116	0	0.008598204	0	0.006322776	0.222640883
TCGA-FG-A4MT_1	0.143805034	0.195468735	0.101340921	0.013784767	0	0.017389171	0.106431867	0.106730852	0	0.028777453	0.157054825	0.061217275	0.150481971	0	0.422110765	0.023186787	0.006631232	0.212853884	0	0.298206103
TCGA-DB-A64V_1	0.126704213	0.245884001	0.136054809	0.007530858	0	0.04255658	0.190570141	0.300686455	0.128821895	0.002599161	0.131732081	0.04335098	0.176270476	0.002162304	0.346089531	0.08249909	0.052431472	0.121853999	0.090190451	0.151281865
TCGA-HT-8108_1	0.171363693	0.417205176	0.054936201	0.011038764	0.012015015	0.058202549	0.208027672	0.14374101	0.011925848	0.031157727	0.117365151	0.06201347	0.37752802	0.006751212	0.485103051	0.002650323	0.018348887	0.126124127	0.019555473	0.042315577
TCGA-DU-6394_1	0.136944915	0.073392928	0.022984321	0.00440482	0.001696532	0.166363746	0.049714693	0.111750782	0.004431282	0.030953382	0.152935475	0.093306751	0.063219783	0	0.467360622	0.011224939	0.014080366	0.467725469	0.006902608	0.296209582
TCGA-HT-7677_1	0.119991121	0.085361353	0.044335288	0.000739	0	0.03756701	0.044350915	0.052243075	0.023449965	0.054052762	0.184796062	0.127979409	0.087340243	0.003795102	0.506608703	0.026813992	0.02437186	0.161927505	0.089801285	0.287004015
TCGA-DB-5277_1	0.270275861	0.132132979	0.060605382	0.005282635	0	0.034606183	0.074981606	0.089210072	0.014712816	0.014947942	0.147144619	0.119591909	0.048127133	0.000703335	0.320101057	0.014908067	0.017578081	0.755173424	0.003667043	1
TCGA-P5-A5F1_1	0.20519879	0.33392471	0.099227678	0.020715664	0.003182522	0.009401233	0.092962738	0.113260951	0.039906019	0.004122214	0.152331437	0.010674158	0.139801549	0.003974343	0.366087182	0.017549895	0.098535602	0.1806992	0.018130968	0.033754348
TCGA-FG-8187_1	0.142342855	0.323927618	0.053631938	0.000759582	0.002691471	0.055648608	0.103308763	0.075641326	0.018981293	0.019112342	0.121550127	0.090377149	0.195616039	0.000840195	0.432220911	0.011871946	0.006924839	0.156707474	0.387671214	0.14528712
TCGA-HT-7468_1	0.157908749	0.133170951	0.046320278	0.00399819	0.006193658	0.032931996	0.073095986	0.090859247	0.026425559	0.040501919	0.154804625	0.025563806	0.067394464	0.002900304	0.582456542	0.009107654	0.015594007	0.101226885	0.036964002	0.37373893
TCGA-HT-7875_1	0.106176353	0.118360901	0.013487968	0.001111808	0.003970129	0.028143404	0.037361704	0.028213113	0.013999223	0.029391768	0.16281053	0.11644918	0.060021698	0.000309788	0.284485014	0	0.005931017	0.138499507	0.289149471	0.283322561
TCGA-HT-A4DV_1	0.075555158	0.25838002	0.040931896	0.000579712	0.005135171	0.015168171	0.088050531	0.071571787	0.037557502	0.003241732	0.136559732	0.099791792	0.136283176	0.002404563	0.402944199	0.0339785	0.011933958	0.142396776	0.004178966	0.156444012
TCGA-DB-A4XB_1	0.179029649	0.150504911	0.04935185	0.000626728	0.010310139	0.024363117	0.072789736	0.064958838	0.029623982	0.031479146	0.091634032	0.04594913	0.194174796	0.002145672	0.467244702	0.030320148	0.010839284	0	0.022374186	0.236374497
TCGA-E1-5304_1	0.704809486	0.059955477	0.017182038	0.000529612	0	0.00400326	0.025835189	0.032909739	0.005900216	0.032955989	0.110481726	0.027691509	0.019216403	0	0.341246936	0.007473146	0.003187113	0.133550243	0.001838223	0.44853652
TCGA-DU-6407_1	0.177050835	0.343579545	0.096848625	0.00109426	0.017641236	0.029776637	0.132044766	0.174701023	0.001974955	0.067719781	0.163973581	0.048051886	0.178979222	0	0.518999365	0.008338182	0.005856856	0.123212272	0.010254661	0.260111336
TCGA-IK-8125_1	0.155212672	0.172756806	0.04201804	0.002606635	0.00594396	0.039795973	0.068215711	0.050881168	0.023289004	0.033262112	0.129952688	0.055400126	0.113592739	0.003092569	0.420394787	0	0.016115745	0.020964463	0.077394456	0.186879884
TCGA-DU-6542_1	0.19381387	0.249561086	0.120484798	0.010431566	0.007750256	0.129720856	0.226259235	0.219357665	0.018893938	0.01722343	0.101826466	0.017412955	0.429036235	0.000403265	0.571846125	0.017093309	0.061751307	0.038586508	0.02943246	0.302309039
TCGA-FG-A4MY_1	0.197215129	0.153929077	0.130972087	0.013256245	0.004300063	0.017782027	0.074653455	0.106574705	0.022464248	0.005078861	0.145840846	0.043166365	0.067995392	0	0.462048139	0.014226373	0.052107763	0	0.006998724	0.433411306
TCGA-DU-5855_1	0.191866028	0.486190939	0.177553399	0.029874388	0.008706682	0.063007826	0.20404216	0.159639786	0.023879361	0.041552921	0.119581008	0.029053667	0.347002726	0.00067949	0.579634299	0.024004395	0.024027746	0.148562272	0.019484953	0.233715707
TCGA-HW-8320_1	0.160180339	0.234507474	0.153024586	0.01367329	0.002245995	0.053077224	0.154974776	0.113455229	0.004693682	0.037696023	0.123084512	0.037488925	0.281855154	0.000350565	0.56334509	0.027247926	0.009321434	0.079370223	0.016451023	0.038290304
TCGA-HT-8114_1	0.236313392	0.493262818	0.115688031	0.099629845	0.008921717	0.121218717	0.212972585	0.153523702	0.051267331	0.044885621	0.156393797	0.033319766	0.401349203	0.003481207	0.495801197	0.032794916	0.051709254	0.133976368	0.029040682	0.041910816
TCGA-HT-A5R5_1	0.129220421	0.476110007	0.136262902	0.013942544	0.00658714	0.190672257	0.154270171	0.199883811	0.032690452	0.012975236	0.172512366	0.018432257	0.272572227	0	0.38431769	0.435845052	0.043189847	0.387170086	0.042882985	0.102744876
TCGA-DB-A64Q_1	0.192678841	0.102025818	0.028279164	0.003555931	0.005266759	0.010889609	0.054953149	0.063934367	0.002751422	0.014889834	0.19412454	0.139923773	0.08474095	0	0.489578584	0.002903746	0.002841348	0.360923448	0.115722368	0.196304462
TCGA-P5-A5EU_1	0.403791525	0.110295315	0.241467852	0.050198914	0.036265216	0.187102807	0.161533377	0.217097851	0.017682374	0.038713764	0.079879999	0.046473037	0.315675224	0.005283126	0.28672765	0.018663399	0.171769348	0.83793933	0.053122498	0.351274245
TCGA-CS-4943_1	0.743537035	0.208900624	0.160824223	0.011832511	0.010465478	0.01607447	0.147347899	0.144514006	0.009294308	0.056446642	0.147768763	0.028030801	0.218901942	0.00065334	0.487037104	0.030007263	0.008164905	0.164857115	0.005109831	0.497700459
TCGA-FG-8191_1	0.187427417	0.310995867	0.057325587	0.021599609	0.006999879	0.110273744	0.12570828	0.147697535	0.042054006	0.021787291	0.090499857	0.007902797	0.227847188	0.001092573	0.509850153	0.313929486	0.024595142	0.231057411	0.036078061	0.090316768
TCGA-HT-A618_1	0.144349066	0.57424291	0.275319351	0.015330599	0.015338112	0.094234919	0.301307917	0.17930291	0.078525191	0.009470201	0.092862237	0.013762001	0.605623557	0.006703322	0.296595214	0.016914922	0.12068391	0.055791305	0.03744615	0.249904213
TCGA-HT-7690_1	0.164311283	0.427038258	0.218491506	0.055430308	0.034483954	0.028948834	0.217379289	0.180177459	0.064473823	0.011489319	0.105368068	0.069390222	0.225729456	0.000283238	0.355531774	0.062046865	0.077879412	0.466629085	0.028062804	0.244552235
TCGA-DB-A64L_1	0.061596343	0.251655972	0.058894686	0.008743301	0.008936481	0.054552328	0.080909871	0.063046373	0.071583927	0.020955318	0.163337045	0.200456048	0.060049062	0.010693795	0.32608213	0.055845789	0.051178353	0.085074084	0.043634677	0.16943421
TCGA-DU-8166_1	0.132011453	0.1664979	0.1505135	0.003625641	0	0.152801884	0.090280173	0.0662027	0.02234336	0.063220127	0.112888322	0.027297332	0.228822301	0.001589416	0.54387418	0.172944195	0.015382606	0.175625649	0.026518676	0.153255472
TCGA-DB-A4XH_1	0.099560853	0.258177217	0.019502959	0.001046069	0.007085893	0.01046528	0.044181555	0.020028934	0.024986972	0.032167976	0.187815557	0.083840074	0.031124026	0	0.420793786	0.015628694	0.007057498	0.083547136	0.040365158	0.203416055
TCGA-HT-7485_1	0.219703594	0.214640575	0.085823358	0.000753264	0.002344205	0.124647103	0.145079609	0.142741926	0.011635113	0.027686565	0.116557398	0.052561762	0.284426964	0.001097783	0.57874059	0.005171103	0.014982818	0.152392958	0.200325019	0.148318909
TCGA-E1-5311_1	0.178378922	0.239667961	0.024913377	0.004844849	0	0.033954331	0.062637259	0.041423455	0.027955356	0.060627869	0.15742184	0.053810585	0.047283851	0.000928061	0.611908129	0.017485478	0.002796435	0.214074554	0.01129	0.246202319
TCGA-P5-A5EV_1	0.075699291	0.274310696	0.083950717	0.002950892	0.023257187	0.030531633	0.12174862	0.096944383	0.018899639	0.020322675	0.095247827	0.061035511	0.218167224	0.002420093	0.459092185	0.005699893	0.008793622	0.119013165	0.048367879	0.186528661
TCGA-HT-7902_1	0.231835472	0.26199256	0.011262884	0.001488883	0.019156754	0.046399816	0.077191212	0.054610453	0.034526745	0.004590204	0.167194745	0.079092123	0.180864809	0.005681182	0.490824115	0.004225368	0.031640812	0.064513552	0.012471603	0.174168591
TCGA-CS-4944_1	0.315835536	0.506359575	0.09574128	0.026524868	0	0.034425303	0.094619926	0.18881858	0.083717515	0.015176148	0.297863742	0.084123055	0.159562075	0.002526595	0.522929007	0.028561761	0.058845442	0.077905418	0.015807462	0.089339101
TCGA-HT-7684_1	0.121495757	0.5477779	0.230923661	0.065373046	0.003651748	0.021572932	0.193821757	0.225698524	0.0047693	0.008631158	0.144067279	0.033211421	0.211725885	0	0.517053377	0.064434562	0.014548347	0	0.002971767	0.199903053
TCGA-DU-7299_1	0.128253434	0.277684644	0.061018495	0.001238701	0.00687471	0.035534475	0.153066418	0.142039956	0.011671664	0.024983236	0.071715338	0.034408923	0.331508053	0	0.425740065	0.001895009	0.008415838	0.187774651	0.027971911	0.225963657
TCGA-DB-A64W_1	0.388019215	0.064568433	0.005487145	0.000198016	0.011401362	0.011786807	0.018827417	0.015098144	0.037970802	0.020651926	0.208222938	0.057416633	0.011333644	0	0.342252405	0.003143011	0.001182847	0.067802704	0.002319326	0.344858993
TCGA-E1-5322_1	0.161913683	0.347619583	0.243573567	0.114852402	0.003712728	0.031803863	0.167871627	0.224992269	0.012122522	0.021235453	0.189663971	0.049742644	0.364612281	0	0.558002166	0.026614368	0.016948671	0.135432295	0.007553482	0.299749724
TCGA-FG-A60J_1	0.138109469	0.353473842	0.138662414	0.011908904	0.008035258	0.058546108	0.160430056	0.143632074	0.021688619	0.029399031	0.132885237	0.099937202	0.226875933	0.012124009	0.514515743	0.073845899	0.035347318	0.148176096	0.045774308	0.315475778
TCGA-HT-7616_1	0.292922924	0.245510102	0.10951877	0.254982355	0.031796976	0.144637615	0.241624728	0.218880891	0.133718622	0.048397563	0.16309829	0.15832538	0.133488421	0.019851875	0.333581698	0.140261833	0.121925894	0.47053967	0.26134733	0.205724399
TCGA-CS-6668_1	0.108757566	0.060654533	0.020422665	0.001102005	0.008751614	0.024558786	0.034404069	0.042059481	0.009715656	0.07461837	0.167348375	0.048982088	0.01719756	0	0.539828349	0.002413181	0.010169544	0.052049395	0.144225008	0.326514741
TCGA-QH-A65S_1	0.124971295	0.442166807	0.072763077	0.000307022	0.019642027	0.013924381	0.154540952	0.175720898	0.012313327	0.009338043	0.130068062	0.035072538	0.197977014	0.001226327	0.462451655	0.004332259	0.016628585	0	0.031969092	0.095809281
TCGA-HW-A5KM_1	0.183431758	0.884040553	0.478665602	0.044145384	0.007114779	0.236428184	0.872860987	0.790944188	0.028806101	0.018299076	0.095039591	0.015841234	0.798058903	0.001110508	0.4283331	0.068655683	0.057281188	0.064082988	0.020265375	0.275099012
TCGA-CS-5394_1	0.238259788	0.069237597	0.016871903	0.010424737	0.01503257	0.015223914	0.059502198	0.026575466	0.003926603	0.072737863	0.292243045	0.113441883	0.029787608	0	0.482719222	0	0.001782422	0.087763998	0.033205022	0.254752334
TCGA-HT-A61B_1	0.330213053	0.664276504	0.665664851	0.027375749	0.085510218	0.018522233	0.398319178	0.336940832	0.011167824	0.002263715	0.134421129	0.0665319	0.317606219	0.002669366	0.206805226	0.050293843	0.112846069	0.316548742	0.032474225	0.479082195
TCGA-DU-6399_1	0.208242608	0.372881098	0.115463935	0.006382731	0.002149069	0.041897523	0.246018812	0.19839194	0.019647939	0.055916539	0.131397608	0.074698433	0.322942216	0.001677283	0.586750695	0.021330711	0.024437603	0.106708806	0.017489496	0.18052254
TCGA-DB-5278_1	0.111011458	0.145703492	0.059389315	0.005121988	0.013925299	0.021153532	0.074886089	0.089715072	0.048844034	0.008663588	0.129291345	0.065055695	0.116257799	0.001552446	0.484923057	0.010968685	0.013704073	0.150355548	0.072849308	0.218130821
TCGA-HW-8319_1	0.18692227	0.214180276	0.042352048	0.001120478	0.004063846	0.090029544	0.090191047	0.061240646	0.038214758	0.051816685	0.123948153	0.049798955	0.247272942	0.000317202	0.562697292	0.004481623	0.003372995	0.249411859	0.031418514	0.142327955
TCGA-HT-7695_1	0.127374595	0.122076879	0.022422416	0.001371926	0.004886115	0.031751533	0.049284496	0.044502296	0.046371945	0.033821179	0.130450776	0.089652946	0.079370763	0	0.438311537	0.008980942	0.004460956	0.085034134	0.041088642	0.228623332
TCGA-FG-8186_1	0.123402419	0.282616186	0.073657868	0.034229391	0	0.095364569	0.127969403	0.13707962	0.040433165	0.036172072	0.142715423	0.096529313	0.158680093	0.001035465	0.609167451	0.060966632	0.017803228	0.076458368	0.028793078	0.16235714
TCGA-CS-4938_1	0.185269246	0.219526843	0.184116756	0.003215634	0.008079549	0.06045616	0.138373936	0.228954369	0.008441384	0.013900486	0.123702494	0.051018553	0.251771355	0.001681391	0.486349503	0	0.00827034	0.128685316	0.021916067	0.209317826
TCGA-HT-8109_1	0.130620319	0.19561698	0.041834254	0.001467564	0.002380152	0.068901419	0.082229453	0.081200855	0.085178234	0.033302795	0.11400365	0.082705298	0.20073568	0.00148612	0.520338228	0.002624839	0.005926755	0	0.156900335	0.141280517
TCGA-E1-5305_1	0.171009911	0.329458486	0.078781074	0.017555203	0.011145888	0.024691887	0.10956444	0.106552475	0.012373352	0.06035558	0.145369994	0.022371181	0.121103687	0.001739702	0.518432829	0.030729306	0.026133877	0.390579086	0.015873281	0.269955879
TCGA-HW-7486_1	0.161461288	0.222198847	0.074343116	0.002188858	0.011405214	0.059292761	0.112537934	0.140406956	0.014895909	0.038963414	0.124838288	0.056334605	0.148286482	0.000356076	0.603081264	0.005030942	0.014767527	0.07382172	0.085390908	0.207839156
TCGA-DB-A4XC_1	0.188956303	0.331579427	0.045140887	0.023904495	0.02457821	0.019359516	0.157955999	0.150475123	0.042799623	0.033055464	0.138069244	0.06868669	0.251518198	0.001278727	0.39716577	0.018069483	0.033999101	0.173641505	0.016667807	0.048051569
TCGA-HT-7605_1	0.126177625	0.135355592	0.053753331	0.000837799	0	0.072735932	0.06770992	0.063556351	0.052801152	0.017468385	0.109649571	0.101032774	0.115892696	0.000573689	0.512169342	0.028372048	0.006558509	0.122883801	0.183943993	0.143968378
TCGA-DU-6408_1	0.133756028	0.365823166	0.086140119	0.001838421	0.005070981	0.089867624	0.147660528	0.134939406	0.014569628	0.017774556	0.187613461	0.028435671	0.30150219	0	0.41658247	0.013980029	0.017045155	0.086787461	0.024759331	0.346193932
TCGA-HT-7689_1	0.176686418	0.204227701	0.075901708	0.0005503	0.008740702	0.05421825	0.114363507	0.132922084	0.006278642	0.027369504	0.1264038	0.046638407	0.23419409	0.000682195	0.553785568	0.004819992	0.011063418	0.049412746	0.024896192	0.165538494
TCGA-HT-A61A_0	0.090185547	0.201120621	0.011153314	0.002036892	0.009320335	0.016518139	0.059747301	0.035482915	0.142013129	0.004420027	0.121695502	0.049230142	0.126405198	0.00048492	0.327078331	0.010278496	0.006188556	0.10591426	0.032867048	0.060913726
TCGA-CS-5397_0	0.341367819	0.201543263	0.089508718	0.007538974	0.006470957	0.20259899	0.151464611	0.139033993	0.064227519	0.020983272	0.677876237	0.087255804	0.370182084	0.001010017	0.334457718	0.016650881	0.071250312	0.224177268	0.008776352	0.243730236
TCGA-HT-7856_0	0.128212424	0.298939919	0.031222634	0.011605152	0.001973831	0.08279698	0.043116919	0.0492191	0.085593211	0.017392247	0.14531143	0.096011821	0.091634053	0.001540524	0.41935465	0.010884446	0.01916924	0.055422885	0.004819393	0.068689918
TCGA-DU-5854_0	0.355307405	0.207684291	0.069694581	0.003282964	0.014634594	0.10230249	0.221225083	0.301297345	0.089830334	0.23256766	0.342937855	0.043822852	0.320042875	0.002664857	0.358154339	0.043036602	0.07490205	0.048405138	0.023818541	0.248784692
TCGA-HT-8104_0	0.529659356	0.138051443	0.043616341	0.000481939	0.052675937	0.171153096	0.080240949	0.128617193	0.044717906	1	0.4048477	0.051078429	0.133430963	0.000293657	0.258560627	0.022821518	0.046843449	0.730347203	0.018371781	0.247831005
TCGA-DU-A5TY_0	0.247119141	0.142313755	0.360374815	0.033636635	0.022495256	0.081397337	0.236583035	0.461317677	0.102829589	0.343944012	0.335171312	0.14276285	0.416557064	0	0.181180906	0.195364342	0.432000813	0.126004279	0.038901997	0.269734521
TCGA-HT-A5R9_0	0.333278312	0.101355389	0.027608871	0.002198484	0.008680364	0.01025558	0.032754547	0.027892611	0.026451715	0.039507407	0.120533823	0.09063732	0.033176347	0.009483798	0.443817934	0.025526348	0.077326508	0.134855251	0.00706402	0.267532387
TCGA-HT-8110_0	0.39181918	0.359572559	0.164184833	0.037997714	0.009715743	0.139183899	0.347848851	0.546418626	0.048852082	0.11938009	0.250367224	0.101333575	0.659881652	0.004170214	0.195496401	0.14732299	0.164904978	0	0.217427961	0.165279993
TCGA-DU-7292_0	0.204083586	0.143593851	0.016810719	0.002038458	0	0.073878854	0.049293702	0.048290518	0.068009426	0.468496548	0.45245921	0.039066348	0.094220109	0.000960022	0.37279992	0.013565208	0.016675522	0.132840034	0.016684001	0.162516853
TCGA-DU-A5TT_0	0.253211115	0.35052608	0.057845545	0.007487764	0.005545342	0.029481996	0.089892838	0.104235774	0.020277697	0.016809682	0.103066771	0.103355071	0.148187179	0.002596528	0.197104388	0.018345559	0.053387148	0.223742265	0.022562762	0.210189825
TCGA-HT-7680_0	0.405772125	0.529762514	0.107728347	0.045014116	0.002435355	0.129482716	0.129781392	0.145117359	0.058523809	0.011088983	0.776476052	0.098681964	0.409186317	0.001520486	0.286761459	0.016114304	0.056798715	0.023241568	0.073329367	0.058984701
TCGA-FG-A4MW_0	0.322850764	0.214558741	0.036135116	0.003774221	0.017649581	0.028673153	0.072992565	0.093489665	0.014983096	0.371341134	0.339341557	0.024548068	0.09874096	0.001377414	0.35489802	0.009732009	0.050539087	0.188262919	0.017953884	0.221559498
TCGA-HT-A5RC_0	0.382445831	0.171986244	0.056204068	0.007854808	0.031737921	0.535207032	0.113223765	0.105589147	0.020348453	0.511011345	0.560343782	0.032135808	0.266535227	0	0.246273514	0.025454852	0.040710301	0.097964365	0.014087818	0.22474096
TCGA-HT-7691_0	0.088036394	1	0.154566065	0.016106661	0.011106732	0.083983131	0.168190648	0.175010838	0.037713935	0.006413973	0.116662764	0.04506526	0.297014995	0.002427006	0.29674205	0.203320266	0.105640569	0.19830349	0.065075908	0.069733979
TCGA-DB-A4XG_0	0.13930193	0.130251426	0.008599265	0.000512588	0	0.036921984	0.027603291	0.023405818	0.013302062	0.074902668	0.163424081	0.04385279	0.028897079	0	0.588061035	0.002552635	0.002113376	0.161674494	0.003767338	0.304093754
TCGA-DU-8165_0	1	0.160576132	0.204947918	0.033039021	0.014457431	0.061207743	0.233054172	0.182283214	0.183150162	0.006957696	0.809862186	0.305722133	0.400390888	0.009778357	0.102780971	0.061115996	0.147590563	0.495201655	0.109807564	0.181652371
TCGA-DU-7290_0	0.425758932	0.294102482	0.425033437	0.01067546	0.012417484	0.132043862	0.298005734	0.242912748	0.109740169	0.007060696	0.514112308	0.083953409	0.614896392	0.001292152	0.177150862	0.120964876	0.1367321	0.144545156	0.064000347	0.131399265
TCGA-HT-8019_0	0.05364178	0.201312388	0.015412041	0.000346643	0.022023463	0.034153034	0.04124966	0.022964793	0.132312563	0.003632299	0.102146073	0.120814358	0.085789665	0	0.270140288	0.003036121	0.018050858	0.054446348	0.013442168	0.026407637
